Date,2in,22in,42in,62in,82in,102in,122in,142in,162in
26-04-20 14:50:00 ,6.52,5.08,4.57,4.29,4.09,3.97,3.94,3.69,3.69
26-04-20 14:55:00 ,4.16,3.17,2.81,2.61,2.55,2.38,2.34,2.19,2.19
26-04-20 15:00:00 ,3.69,2.94,2.64,2.49,2.44,2.29,2.34,2.21,2.21
26-04-20 15:05:00 ,5.6,4.37,3.9,3.71,3.58,3.43,3.47,3.24,3.24
26-04-20 15:10:00 ,5.47,4.16,3.75,3.52,3.43,3.24,3.19,3,2.98
26-04-20 15:15:00 ,4.87,3.77,3.43,3.26,3.21,3.04,3.06,2.89,2.89
26-04-20 15:20:00 ,5.51,4.16,3.71,3.43,3.3,3.09,3.13,2.89,2.89
26-04-20 15:25:00 ,4.52,3.52,3.17,2.94,2.85,2.72,2.7,2.55,2.55
26-04-20 15:30:00 ,4.44,3.43,3.06,2.89,2.83,2.72,2.72,2.57,2.57
26-04-20 15:35:00 ,3.86,2.98,2.68,2.53,2.49,2.38,2.38,2.25,2.25
26-04-20 15:40:00 ,3.82,3.06,2.81,2.68,2.64,2.55,2.57,2.44,2.46
26-04-20 15:45:00 ,4.37,3.52,3.21,3.04,2.98,2.85,2.87,2.74,2.74
26-04-20 15:50:00 ,5.68,4.24,3.73,3.41,3.26,3.09,3.19,2.98,3
